Park,Timepoint,Year,Abundance_per_kg,Richness,BrayCurtis_BetweenPark,Shannon_WholePark,Name,Urban_Kmeans_Cluster,MedianIncome,Municipality,Distance.From.CityCenter(km),Park_Area(m2),Perimeter-Area_ratio,Population_Density_in_Surrounding_Area,Imperviousness_in_500m_boundary,Spring2021_MoisturePercent,Soil_Water_Holding_Capacity,BD_mean,Soil_Nitrogen_Percentage,Soil_Carbon_Percentage,Soil_pH,MedianResidentAge
24,Spring,2022,307.105257,53,0.711889513,3.152099641,MendonStationPark,Low_Urban,114359,Town of Mendon,19.55,853.69,0.14729,182,0.32887411,10.90732668,27.79904306220095,1.438835142,0.5472242,11.45938,7.42,57.3
25,Fall,2021,11.1473215,12,0.95276946,2.188458272,MLKJrPark,High_Urban,23456,City of Rochester,0.53,3796.36,0.082347301,5006.9,77.24725997,16.42577237,26.023391812865498,1.50035014,0.267199,3.687376,7.72,45.7
25,Fall,2022,37.777864,28,0.767836096,2.406121835,MLKJrPark,High_Urban,23456,City of Rochester,0.53,3796.36,0.082347301,5006.9,77.24725997,16.42577237,26.023391812865498,1.50035014,0.267199,3.687376,7.72,45.7
25,Spring,2021,116.0292935,26,0.808316725,2.21170131,MLKJrPark,High_Urban,23456,City of Rochester,0.53,3796.36,0.082347301,5006.9,77.24725997,16.42577237,26.023391812865498,1.50035014,0.267199,3.687376,7.72,45.7
25,Spring,2022,23.79549375,29,0.947947617,2.973944177,MLKJrPark,High_Urban,23456,City of Rochester,0.53,3796.36,0.082347301,5006.9,77.24725997,16.42577237,26.023391812865498,1.50035014,0.267199,3.687376,7.72,45.7
26,Fall,2021,45.82693475,36,0.771293076,3.009949904,NorthPondsPark,Low_Urban,32325,Town of Webster,15.11,176392.6,0.009860901,2612.1,29.13812003,11.06920442,29.015041242115476,1.911341695,0.219396,2.892544,7.56,37.9
26,Fall,2022,67.0595535,25,0.737306215,2.469308833,NorthPondsPark,Low_Urban,32325,Town of Webster,15.11,176392.6,0.009860901,2612.1,29.13812003,11.06920442,29.015041242115476,1.911341695,0.219396,2.892544,7.56,37.9
26,Spring,2021,66.555402,35,0.710741971,2.741746651,NorthPondsPark,Low_Urban,32325,Town of Webster,15.11,176392.6,0.009860901,2612.1,29.13812003,11.06920442,29.015041242115476,1.911341695,0.219396,2.892544,7.56,37.9
26,Spring,2022,69.6829325,23,0.628004693,2.238986435,NorthPondsPark,Low_Urban,32325,Town of Webster,15.11,176392.6,0.009860901,2612.1,29.13812003,11.06920442,29.015041242115476,1.911341695,0.219396,2.892544,7.56,37.9
27,Fall,2021,94.53024275,32,0.68669816,2.684096913,OntarioBeachPark,Low_Urban,23267,City of Rochester,11.38,14608.35,0.047281178,4001.2,22.50426257,15.21142623,26.932309169467107,1.402651931,0.2751077,3.968549,7.7,50.8
27,Fall,2022,190.668281,30,0.674257632,2.35296064,OntarioBeachPark,Low_Urban,23267,City of Rochester,11.38,14608.35,0.047281178,4001.2,22.50426257,15.21142623,26.932309169467107,1.402651931,0.2751077,3.968549,7.7,50.8
27,Spring,2021,156.607164,34,0.552458078,2.618806252,OntarioBeachPark,Low_Urban,23267,City of Rochester,11.38,14608.35,0.047281178,4001.2,22.50426257,15.21142623,26.932309169467107,1.402651931,0.2751077,3.968549,7.7,50.8
27,Spring,2022,170.7917943,43,0.67111617,2.748083962,OntarioBeachPark,Low_Urban,23267,City of Rochester,11.38,14608.35,0.047281178,4001.2,22.50426257,15.21142623,26.932309169467107,1.402651931,0.2751077,3.968549,7.7,50.8
28,Fall,2021,308.2974338,31,0.375384145,2.046928065,PerintonPark,Low_Urban,42097,Town of Perinton,13.68,58401.74,0.018675129,3186.5,22.34540702,9.983332108,26.899696048632215,1.898040621,0.4439026,4.674928,7.22,38.6
28,Fall,2022,620.3564298,31,0.546980366,1.78039814,PerintonPark,Low_Urban,42097,Town of Perinton,13.68,58401.74,0.018675129,3186.5,22.34540702,9.983332108,26.899696048632215,1.898040621,0.4439026,4.674928,7.22,38.6
28,Spring,2021,151.6807555,49,0.527725211,2.74697763,PerintonPark,Low_Urban,42097,Town of Perinton,13.68,58401.74,0.018675129,3186.5,22.34540702,9.983332108,26.899696048632215,1.898040621,0.4439026,4.674928,7.22,38.6
28,Spring,2022,153.2106405,38,0.526491841,2.654837292,PerintonPark,Low_Urban,42097,Town of Perinton,13.68,58401.74,0.018675129,3186.5,22.34540702,9.983332108,26.899696048632215,1.898040621,0.4439026,4.674928,7.22,38.6
29,Fall,2021,75.35501925,22,0.587436596,1.629730831,RalphAveryPark,High_Urban,33954,City of Rochester,0.88,1933.28,0.150066209,9888.5,26.21267419,15.58002032,26.226993865030675,1.472919419,0.2923104,6.204495,7.32,34.2
29,Fall,2022,94.0062216,33,0.752885276,2.864580254,RalphAveryPark,High_Urban,33954,City of Rochester,0.88,1933.28,0.150066209,9888.5,26.21267419,15.58002032,26.226993865030675,1.472919419,0.2923104,6.204495,7.32,34.2
29,Spring,2021,165.593771,39,0.662145116,2.382340235,RalphAveryPark,High_Urban,33954,City of Rochester,0.88,1933.28,0.150066209,9888.5,26.21267419,15.58002032,26.226993865030675,1.472919419,0.2923104,6.204495,7.32,34.2
29,Spring,2022,81.7883165,42,0.758411122,3.010524962,RalphAveryPark,High_Urban,33954,City of Rochester,0.88,1933.28,0.150066209,9888.5,26.21267419,15.58002032,26.226993865030675,1.472919419,0.2923104,6.204495,7.32,34.2
30,Fall,2021,189.7782203,29,0.589582778,1.578638712,RiverwayTrailExchangeBlvd,High_Urban,25763,City of Rochester,1,500.68,0.296137253,9888.5,59.11813046,12.8228966,24.975320829220145,1.523123021,0.2854837,4.962766,7.32,34
30,Fall,2022,459.8429458,45,0.73720786,1.776806676,RiverwayTrailExchangeBlvd,High_Urban,25763,City of Rochester,1,500.68,0.296137253,9888.5,59.11813046,12.8228966,24.975320829220145,1.523123021,0.2854837,4.962766,7.32,34
30,Spring,2021,389.7476633,38,0.674738418,2.101146653,RiverwayTrailExchangeBlvd,High_Urban,25763,City of Rochester,1,500.68,0.296137253,9888.5,59.11813046,12.8228966,24.975320829220145,1.523123021,0.2854837,4.962766,7.32,34
30,Spring,2022,191.6021545,37,0.607872279,2.176945732,RiverwayTrailExchangeBlvd,High_Urban,25763,City of Rochester,1,500.68,0.296137253,9888.5,59.11813046,12.8228966,24.975320829220145,1.523123021,0.2854837,4.962766,7.32,34
31,Fall,2021,93.5330855,37,0.628880603,2.806681937,RocCitySkatePark,High_Urban,30952,City of Rochester,0.48,4489.14,0.076551411,5006.9,55.1116207999999,12.94056823,26.339737108190093,1.350728696,0.3367073,4.37753,7.53,45.7
31,Fall,2022,176.3457378,28,0.703477247,1.526236946,RocCitySkatePark,High_Urban,30952,City of Rochester,0.48,4489.14,0.076551411,5006.9,55.1116207999999,12.94056823,26.339737108190093,1.350728696,0.3367073,4.37753,7.53,45.7
31,Spring,2021,211.7919218,36,0.645658409,2.525916099,RocCitySkatePark,High_Urban,30952,City of Rochester,0.48,4489.14,0.076551411,5006.9,55.1116207999999,12.94056823,26.339737108190093,1.350728696,0.3367073,4.37753,7.53,45.7
31,Spring,2022,106.4259168,39,0.742037078,2.851011259,RocCitySkatePark,High_Urban,30952,City of Rochester,0.48,4489.14,0.076551411,5006.9,55.1116207999999,12.94056823,26.339737108190093,1.350728696,0.3367073,4.37753,7.53,45.7
32,Fall,2021,131.882402,36,0.420905589,2.196484174,RothfussPark,Low_Urban,91788,Town of Penfield,11.06,266423.62,0.007824119,508.1,70.1207658299999,7.636959939,26.270325203252032,1.536658238,0.2641949,3.685542,7.4,36.7
32,Fall,2022,212.467805,42,0.308993286,2.207010005,RothfussPark,Low_Urban,91788,Town of Penfield,11.06,266423.62,0.007824119,508.1,70.1207658299999,7.636959939,26.270325203252032,1.536658238,0.2641949,3.685542,7.4,36.7
32,Spring,2021,81.47518075,37,0.661816191,2.549005796,RothfussPark,Low_Urban,91788,Town of Penfield,11.06,266423.62,0.007824119,508.1,70.1207658299999,7.636959939,26.270325203252032,1.536658238,0.2641949,3.685542,7.4,36.7
32,Spring,2022,56.77742475,24,0.761679264,2.468375188,RothfussPark,Low_Urban,91788,Town of Penfield,11.06,266423.62,0.007824119,508.1,70.1207658299999,7.636959939,26.270325203252032,1.536658238,0.2641949,3.685542,7.4,36.7
33,Fall,2021,460.4562593,46,0.439010046,2.748750007,SpezioPark,Low_Urban,36002,Town of Irondequoit,10.79,2750.8,0.077915515,5641.9,5.734472934,17.32981745,25.688532799198793,1.259417521,0.2808342,3.984343,7.48,60
33,Fall,2022,345.1908218,45,0.484133553,2.479440544,SpezioPark,Low_Urban,36002,Town of Irondequoit,10.79,2750.8,0.077915515,5641.9,5.734472934,17.32981745,25.688532799198793,1.259417521,0.2808342,3.984343,7.48,60
33,Spring,2021,338.3404163,43,0.486221067,2.805867262,SpezioPark,Low_Urban,36002,Town of Irondequoit,10.79,2750.8,0.077915515,5641.9,5.734472934,17.32981745,25.688532799198793,1.259417521,0.2808342,3.984343,7.48,60
33,Spring,2022,291.0739188,41,0.474535561,2.662852156,SpezioPark,Low_Urban,36002,Town of Irondequoit,10.79,2750.8,0.077915515,5641.9,5.734472934,17.32981745,25.688532799198793,1.259417521,0.2808342,3.984343,7.48,60
34,Fall,2021,211.871767,34,0.500028367,2.639321117,SpezioTriangle,Low_Urban,36002,Town of Irondequoit,10.81,370.52,0.223955522,5641.9,23.0330700899999,20.80984924,29.066410009624644,1.310616482,0.2860944,4.240565,7.79,60
34,Fall,2022,396.2890608,43,0.492054421,2.557681232,SpezioTriangle,Low_Urban,36002,Town of Irondequoit,10.81,370.52,0.223955522,5641.9,23.0330700899999,20.80984924,29.066410009624644,1.310616482,0.2860944,4.240565,7.79,60
34,Spring,2021,139.6866343,30,0.591750982,2.13367005,SpezioTriangle,Low_Urban,36002,Town of Irondequoit,10.81,370.52,0.223955522,5641.9,23.0330700899999,20.80984924,29.066410009624644,1.310616482,0.2860944,4.240565,7.79,60
34,Spring,2022,218.1219633,39,0.535991331,2.494690122,SpezioTriangle,Low_Urban,36002,Town of Irondequoit,10.81,370.52,0.223955522,5641.9,23.0330700899999,20.80984924,29.066410009624644,1.310616482,0.2860944,4.240565,7.79,60
35,Fall,2021,165.0235418,40,0.502621578,2.643061059,SpringLakePark,Low_Urban,42097,Town of Perinton,11.4,42213.2,0.031180768,4170.9,23.78917749,14.3710279,28.12960235640648,1.570855667,0.2174456,4.069806,7.63,51.1
35,Fall,2022,132.182499,37,0.556297037,2.666445787,SpringLakePark,Low_Urban,42097,Town of Perinton,11.4,42213.2,0.031180768,4170.9,23.78917749,14.3710279,28.12960235640648,1.570855667,0.2174456,4.069806,7.63,51.1
35,Spring,2021,86.909574,30,0.701329113,2.58877797,SpringLakePark,Low_Urban,42097,Town of Perinton,11.4,42213.2,0.031180768,4170.9,23.78917749,14.3710279,28.12960235640648,1.570855667,0.2174456,4.069806,7.63,51.1
35,Spring,2022,179.0441383,35,0.677268812,1.917249954,SpringLakePark,Low_Urban,42097,Town of Perinton,11.4,42213.2,0.031180768,4170.9,23.78917749,14.3710279,28.12960235640648,1.570855667,0.2174456,4.069806,7.63,51.1
36,Fall,2021,144.6640115,45,0.564167627,2.999796065,StonybrookRoadPark,Low_Urban,96458,Town of Rush,19.65,22398.07,0.030535667,116.8,0.873831775999999,18.55556522,27.142857142857153,1.63236154,0.1706944,2.72644,7.58,59.9
36,Fall,2022,211.2018732,49,0.519319622,3.013166675,StonybrookRoadPark,Low_Urban,96458,Town of Rush,19.65,22398.07,0.030535667,116.8,0.873831775999999,18.55556522,27.142857142857153,1.63236154,0.1706944,2.72644,7.58,59.9
36,Spring,2021,157.8021968,38,0.609138707,2.799886875,StonybrookRoadPark,Low_Urban,96458,Town of Rush,19.65,22398.07,0.030535667,116.8,0.873831775999999,18.55556522,27.142857142857153,1.63236154,0.1706944,2.72644,7.58,59.9
36,Spring,2022,260.4598345,41,0.4972503,2.653291988,StonybrookRoadPark,Low_Urban,96458,Town of Rush,19.65,22398.07,0.030535667,116.8,0.873831775999999,18.55556522,27.142857142857153,1.63236154,0.1706944,2.72644,7.58,59.9
37,Fall,2021,119.486972,26,0.653802055,2.088147857,SusanBAnthonySquare,High_Urban,16838,City of Rochester,1.56,4193.05,0.064013069,5883.5,59.2128514099999,17.2135072,28.285295554469954,1.381359925,0.2205,3.669049,7.38,32
37,Fall,2022,185.6313095,38,0.647843661,2.496464672,SusanBAnthonySquare,High_Urban,16838,City of Rochester,1.56,4193.05,0.064013069,5883.5,59.2128514099999,17.2135072,28.285295554469954,1.381359925,0.2205,3.669049,7.38,32
37,Spring,2021,154.2120155,27,0.599625706,2.411941289,SusanBAnthonySquare,High_Urban,16838,City of Rochester,1.56,4193.05,0.064013069,5883.5,59.2128514099999,17.2135072,28.285295554469954,1.381359925,0.2205,3.669049,7.38,32
37,Spring,2022,158.9585965,38,0.581094744,2.81049763,SusanBAnthonySquare,High_Urban,16838,City of Rochester,1.56,4193.05,0.064013069,5883.5,59.2128514099999,17.2135072,28.285295554469954,1.381359925,0.2205,3.669049,7.38,32
38,Fall,2021,360.0177355,45,0.351102776,2.542826469,TurningPointPark,Low_Urban,35929,City of Rochester,8.35,153345,0.001058072,2702.3,18.67439061,13.58669999,24.987775061124694,1.355309413,0.2190793,3.247096,7.32,46.8
38,Fall,2022,494.6633168,47,0.516461246,2.048189561,TurningPointPark,Low_Urban,35929,City of Rochester,8.35,153345,0.001058072,2702.3,18.67439061,13.58669999,24.987775061124694,1.355309413,0.2190793,3.247096,7.32,46.8
38,Spring,2021,163.2083265,31,0.317781594,1.986785435,TurningPointPark,Low_Urban,35929,City of Rochester,8.35,153345,0.001058072,2702.3,18.67439061,13.58669999,24.987775061124694,1.355309413,0.2190793,3.247096,7.32,46.8
38,Spring,2022,248.4581893,41,0.353757399,2.565091424,TurningPointPark,Low_Urban,35929,City of Rochester,8.35,153345,0.001058072,2702.3,18.67439061,13.58669999,24.987775061124694,1.355309413,0.2190793,3.247096,7.32,46.8
39,Fall,2021,143.076459,34,0.533301765,2.662203276,VeteransMemorialPark,Low_Urban,73475,Town of Henrietta,10.05,233616,0.009627979,838.2,22.29560765,12.73104856,29.378531073446325,1.517102594,0.2264302,3.215303,6.4,43.7
39,Fall,2022,162.7166938,33,0.84652767,2.307734983,VeteransMemorialPark,Low_Urban,73475,Town of Henrietta,10.05,233616,0.009627979,838.2,22.29560765,12.73104856,29.378531073446325,1.517102594,0.2264302,3.215303,6.4,43.7
39,Spring,2021,169.5989892,30,0.763001906,2.519289253,VeteransMemorialPark,Low_Urban,73475,Town of Henrietta,10.05,233616,0.009627979,838.2,22.29560765,12.73104856,29.378531073446325,1.517102594,0.2264302,3.215303,6.4,43.7
39,Spring,2022,68.617574,34,0.74080386,2.479868138,VeteransMemorialPark,Low_Urban,73475,Town of Henrietta,10.05,233616,0.009627979,838.2,22.29560765,12.73104856,29.378531073446325,1.517102594,0.2264302,3.215303,6.4,43.7
40,Fall,2021,253.8167412,28,0.663801023,1.957979902,WadsworthSquarePark,High_Urban,20118,City of Rochester,0.72,3285.81,0.069857965,7930.7,71.97605083,11.79383417,27.23258096172718,1.187181667,0.2342463,3.673786,7.25,27.8
40,Fall,2022,321.2459158,47,0.682107608,2.023437868,WadsworthSquarePark,High_Urban,20118,City of Rochester,0.72,3285.81,0.069857965,7930.7,71.97605083,11.79383417,27.23258096172718,1.187181667,0.2342463,3.673786,7.25,27.8
40,Spring,2021,227.6343735,30,0.598870898,2.534068416,WadsworthSquarePark,High_Urban,20118,City of Rochester,0.72,3285.81,0.069857965,7930.7,71.97605083,11.79383417,27.23258096172718,1.187181667,0.2342463,3.673786,7.25,27.8
40,Spring,2022,103.3109418,27,0.645437384,2.171313949,WadsworthSquarePark,High_Urban,20118,City of Rochester,0.72,3285.81,0.069857965,7930.7,71.97605083,11.79383417,27.23258096172718,1.187181667,0.2342463,3.673786,7.25,27.8
41,Fall,2021,26.739948,21,0.935981953,2.621665953,WashingtonSquarePark,High_Urban,23456,City of Rochester,0.37,2189.72,0.085782657,5006.9,75.7886733099999,15.56895874,23.973973973973976,1.558475551,0.3236609,5.833558,7.31,45.7
41,Fall,2022,46.970413,28,0.82583043,2.640061021,WashingtonSquarePark,High_Urban,23456,City of Rochester,0.37,2189.72,0.085782657,5006.9,75.7886733099999,15.56895874,23.973973973973976,1.558475551,0.3236609,5.833558,7.31,45.7
41,Spring,2021,83.809881,28,0.850218247,2.901697381,WashingtonSquarePark,High_Urban,23456,City of Rochester,0.37,2189.72,0.085782657,5006.9,75.7886733099999,15.56895874,23.973973973973976,1.558475551,0.3236609,5.833558,7.31,45.7
41,Spring,2022,55.8075815,29,0.924574423,2.26407126,WashingtonSquarePark,High_Urban,23456,City of Rochester,0.37,2189.72,0.085782657,5006.9,75.7886733099999,15.56895874,23.973973973973976,1.558475551,0.3236609,5.833558,7.31,45.7
42,Fall,2021,81.16677625,25,0.772757652,1.888986266,GeneseeGatewayPark,High_Urban,23456,City of Rochester,1.62,16758.18,0.0788623097,9888.5,79.00176201,11.01224257,28.329297820823236,1.494128021,0.2633291,4.498212,7.34,32.7
42,Fall,2022,164.5029868,40,0.664351605,2.828094213,GeneseeGatewayPark,High_Urban,23456,City of Rochester,1.62,16758.18,0.0788623097,9888.5,79.00176201,11.01224257,28.329297820823236,1.494128021,0.2633291,4.498212,7.34,32.7
42,Spring,2022,68.439687,32,0.848315731,2.312533315,GeneseeGatewayPark,High_Urban,23456,City of Rochester,1.62,16758.18,0.0788623097,9888.5,79.00176201,11.01224257,28.329297820823236,1.494128021,0.2633291,4.498212,7.34,32.7
43,Fall,2021,76.4924085,29,0.616792785,2.66035434,WebsterFirstRespondersPark,Low_Urban,32325,Town of Webster,16.91,151638.55,0.013498283,1702.5,20.2360867,14.53643464,26.936026936026934,1.381353774,0.2414931,3.080238,7.42,49
43,Fall,2022,186.5705893,37,0.445556749,2.519288268,WebsterFirstRespondersPark,Low_Urban,32325,Town of Webster,16.91,151638.55,0.013498283,1702.5,20.2360867,14.53643464,26.936026936026934,1.381353774,0.2414931,3.080238,7.42,49
43,Spring,2021,107.9057495,35,0.663166219,2.894218523,WebsterFirstRespondersPark,Low_Urban,32325,Town of Webster,16.91,151638.55,0.013498283,1702.5,20.2360867,14.53643464,26.936026936026934,1.381353774,0.2414931,3.080238,7.42,49
43,Spring,2022,52.4677675,24,0.776511668,2.48178954,WebsterFirstRespondersPark,Low_Urban,32325,Town of Webster,16.91,151638.55,0.013498283,1702.5,20.2360867,14.53643464,26.936026936026934,1.381353774,0.2414931,3.080238,7.42,49
44,Fall,2021,132.974116,32,0.47337668,2.627117071,WhiteBrookNatureArea,Low_Urban,23456,Town of Perinton,20.03,63198.09,0.017382171,996.6,3.679118416,10.29704843,27.77777777777778,1.572295078,0.2726327,3.264385,6.77,39.2
44,Fall,2022,296.3928145,42,0.46550846,2.393396866,WhiteBrookNatureArea,Low_Urban,23456,Town of Perinton,20.03,63198.09,0.017382171,996.6,3.679118416,10.29704843,27.77777777777778,1.572295078,0.2726327,3.264385,6.77,39.2
44,Spring,2021,138.6648923,39,0.510322392,2.417166763,WhiteBrookNatureArea,Low_Urban,23456,Town of Perinton,20.03,63198.09,0.017382171,996.6,3.679118416,10.29704843,27.77777777777778,1.572295078,0.2726327,3.264385,6.77,39.2
44,Spring,2022,27.6950104,25,0.869592094,2.569672596,WhiteBrookNatureArea,Low_Urban,23456,Town of Perinton,20.03,63198.09,0.017382171,996.6,3.679118416,10.29704843,27.77777777777778,1.572295078,0.2726327,3.264385,6.77,39.2
